51302177021,geg,225,160
51302197848,baf,244,218
51302218972,dfd,20,43
51302307145,bge,187,299
51302351586,aaf,134,228
51302357741,eee,5,39
51302366213,fea,281,131
51302383114,gdc,102,304
51302430250,gdg,30,159
51302463712,cdg,203,94
51302473321,dcc,224,182
51302488653,cbd,69,247
51302514578,cac,44,60
51302539072,aac,269,125
51302541595,ace,76,10
51302546596,aec,223,160
51302587314,dgf,243,155
51302593302,ffg,82,242
51302599131,dbd,96,49
51302627038,aee,136,118
51302661821,gaa,38,25
51302666412,gcf,53,138
51302667278,dac,70,155
51302750260,afd,162,12
51302786403,agd,245,18
51302788690,dca,3,22
51302832440,fae,167,262
51302834439,acb,254,194
51302844844,gaf,159,94
51302859823,ggb,38,197
51302874345,ebf,187,219
51302879364,efc,167,166
51302911678,gcf,11,118
51302926595,bbd,9,128
51302927109,ebc,48,111
51302942143,bba,293,298
51302947298,gdf,62,117
51302966578,dba,254,263
51302986573,dea,137,114
51302990203,def,277,240
51302991169,fad,57,176
51303011529,cbb,209,169
51303033118,gdf,168,104
51303142544,aag,195,21
51303150169,aef,236,251
51303151105,bcc,222,164
51303163739,edg,287,13
51303176664,gbf,289,51
51303182370,ead,8,210
51303204200,bef,73,136
51303207316,dcg,114,164
51303216062,edf,122,193
51303220222,ecd,298,129
51303236654,cbb,44,180
51303245894,cba,100,132
51303261410,cef,135,153
51303264196,fec,244,152
51303274322,agb,33,30
51303322119,dac,35,162
51303338722,cde,246,249
51303361356,cfg,219,202
51303364722,fef,192,102
51303379845,cbe,6,208
51303395530,dea,170,92
51303400984,aae,52,247
51303422847,acf,102,24
51303427167,gda,33,10
51303442487,dee,129,247
51303446178,acb,115,170
51303446362,dfd,292,42
51303457255,bff,212,12
51303464122,gge,256,76
51303464228,bbf,137,216
51303493036,dge,149,117
51303500516,gaa,127,27
51303505611,ade,114,150
51303532146,afa,187,146
51303575178,cac,31,51
51303579585,bdd,263,200
51303616992,bde,210,178
51303644746,fbf,69,114
51303652251,eae,50,12
51303693303,eaf,147,66
51303726269,fab,155,163
51303745530,gfg,220,82
51303804613,egf,252,13
51303808324,cag,26,121
51303814298,egb,270,213
51303827594,cea,189,20
51303838856,cba,163,126
51303848033,gde,29,205
51303855441,dcc,277,211
51303860897,gfg,268,91
51303922622,dgc,139,48
51303934847,acd,159,35
51303945637,bfg,182,27
51303984853,ccc,173,161
51304018712,egb,185,170
51304037258,cea,43,17
51304071695,gce,101,122
51304140588,ead,56,199
51304162424,bag,99,283
51304208650,eec,159,169
51304209224,feb,191,253
51304224324,fbg,261,248
51304228881,cfc,160,129
51304230994,ada,278,44
51304232606,gac,191,158
51304273680,bda,219,262
51304299206,gee,87,211
51304317926,cag,22,143
51304344095,dge,57,111
51304380136,gga,192,233
51304406158,eea,186,144
51304423925,cdc,250,123
51304434097,fcb,223,125
51304456984,ddf,234,81
51304462204,cge,276,180
51304469754,dab,256,220
51304491133,adb,51,256
51304510547,ecg,78,39
51304527193,fbb,223,24
51304542882,cbg,172,155
51304552108,gef,54,68
51304583120,cac,187,55
51304587778,fcc,267,77
51304602061,dde,247,90
51304613641,edf,240,162
51304617798,cae,122,160
51304621566,dea,36,103
51304687222,cbc,1,96
51304710532,fcb,17,115
51304802044,dbe,203,233
51304808184,deb,92,127
51304853141,edb,217,180
51304861031,bag,82,263
51304864165,gcg,211,88
51304864521,abe,152,198
51304879701,efd,26,104
51304889793,daf,143,162
51304910577,dag,56,155
51304912794,fbb,39,19
51304915623,caa,95,204
51304950580,cca,231,184
51305012487,dae,202,79
51305022111,fea,271,133
51305077990,aca,267,181
51305092713,gdb,148,168
51305119114,cda,133,210
51305129538,bcd,132,209
51305138763,fbe,128,293
51305139862,aeb,191,73
51305162596,bbc,142,133
51305171746,efb,188,298
51305173006,bde,208,154
51305180154,bba,139,295
51305183618,bce,276,207
51305197005,ggc,67,216
51305201904,cbc,139,87
51305236720,fad,98,147
51305244039,afd,101,10
51305285491,ebg,149,68
51305285876,ebg,60,58
51305303204,dcb,104,283
51305308426,afg,251,126
51305355998,cga,259,141
51305374873,ffc,164,262
51305379822,afa,35,116
51305399603,fbf,111,104
51305437320,agb,137,25
51305445447,bee,72,47
51305456190,eeb,197,251
51305472105,ebf,94,175
51305525004,fdb,139,265
51305532025,fcd,196,95
51305534327,aae,29,247
51305539573,cfb,101,255
51305558714,bgd,252,15
51305568447,fgf,246,129
51305570835,gca,138,91
51305583049,ccb,135,55
51305600440,gab,132,38
51305623853,bfb,288,128
51305626449,cdf,116,224
51305650552,cfe,179,49
51305655834,gdd,212,272
51305694125,aeb,292,70
51305700858,bca,269,38
51305728667,bgg,81,254
51305734335,ddf,170,78
51305753291,def,281,192
51305760220,eaa,162,146
51305765229,dee,112,254
51305788765,cab,134,228
51305806971,efg,234,66
51305821429,cdf,90,190
51305870627,abb,173,213
51305898983,ceg,70,217
51305906398,beb,160,144
51305925776,dac,134,192
51305930305,cac,179,56
51305937233,dfc,148,169
51305953582,fbg,58,198
51305968912,eab,268,168
51305969757,fab,261,185
51305993138,ced,246,117
51306009102,cba,67,115
51306027897,afa,8,127
51306064448,aca,59,161
51306065672,gaa,196,27
51306076865,fbf,190,90
51306082981,gfe,8,48
51306098284,edg,216,13
51306105746,eff,173,279
51306120428,bab,107,190
51306122516,abc,118,116
51306155827,gcc,29,216
51306199463,cge,114,163
51306216101,bdb,278,234
51306270628,dea,109,100
51306275757,bfc,197,300
51306292009,bgd,19,17
51306297094,edc,144,29
51306325575,fba,262,115
51306326294,afe,177,13
51306361552,geb,86,75
51306383549,dab,49,224
51306396832,acd,45,39
51306434363,dfg,268,77
51306436028,efg,214,72
51306438361,bgc,3,274
51306463150,gbe,51,206
51306474156,gbf,21,54
51306486219,dff,182,79
51306489701,eeg,242,122
51306530474,ada,64,48
51306541841,aab,99,18
51306560689,ffc,69,235
51306564433,cbf,240,174
51306606665,beg,200,110
51306615948,gag,66,125
51306634704,bed,217,207
51306637253,adf,20,94
51306667445,bde,245,175
51306669336,adc,283,113
51306695446,baf,229,204
51306729769,fce,30,105
51306730425,ggb,266,181
51306731218,gfb,172,100
51306731371,geg,273,136
51306783587,bde,289,147
51306796860,ecd,212,130
51306811640,aeg,182,23
51306813372,fcg,116,284
51306815436,cac,205,53
51306842074,cgf,92,71
51306867438,gcf,232,133
51306908604,aga,155,240
51306927561,bgf,17,13
51306929853,ege,5,187
51306949435,gbd,5,146
51306959017,bfc,293,273
51306971032,cgb,25,105
51306973162,bdg,269,64
51306992264,adc,26,122
51306998212,beb,169,125
51307002393,ded,31,203
51307021973,dfd,41,43
51307031022,bee,285,48
51307037603,gcd,114,39
51307044784,gge,163,72
51307058679,aec,263,134
51307068150,acb,207,181
51307073078,gbb,48,250
51307079118,fae,126,275
51307083275,gbe,151,173
51307086345,ccc,141,133
51307099250,eag,131,208
51307112414,ade,192,156
51307119062,gad,157,178
51307126152,ggg,24,278
51307130999,ddd,260,152
51307142327,faf,208,50
51307168089,dba,65,297
51307191717,fgb,59,27
51307224884,bbb,87,251
51307235551,gcb,213,221
51307237407,aee,252,134
51307244475,dbc,15,43
51307253186,fag,101,145
51307263906,gde,240,211
51307266644,aed,55,23
51307268336,fdb,262,225
51307282031,adg,121,265
51307297157,efb,226,259
51307297999,ecf,198,63
51307303954,acc,90,292
51307318076,bea,217,235
51307321549,bfa,10,50
51307330510,ddb,144,11
51307344613,ade,100,185
51307352058,bcf,283,242
51307407695,bbb,139,298
51307450658,bef,182,153
51307473233,gff,95,262
51307502381,cbb,152,176
51307512507,ccg,255,204
51307514343,ffd,106,8
51307520654,acg,12,129
51307530821,bff,193,13
51307544605,gbg,41,212
51307546515,bbg,69,24
51307573127,dcf,299,260
51307590648,agf,99,141
51307596185,egg,153,47
51307600172,efe,16,111
51307626111,daa,263,236
51307646475,dgb,140,39
51307656014,cfg,45,236
51307656723,bab,288,155
51307683224,bae,228,49
51307689584,ebe,160,93
51307695396,dec,291,286
51307729708,cec,89,203
51307740355,aea,294,139
51307749098,eeg,49,118
51307758966,bcg,119,84
51307796858,ddg,50,155
51307797839,fgg,188,237
51307801991,ceb,157,50
51307812130,fcc,119,79
51307819921,gfe,262,44
51307868705,cfa,283,44
51307869920,ebc,151,105
51307874934,bfe,28,210
51307900332,ged,126,84
51307903246,dbb,160,219
51307949822,ebd,162,16
51307968682,age,23,223
51307980837,bea,240,188
51307982214,dce,242,116
51308020666,eda,196,159
51308066273,afe,286,15
51308091413,caf,13,110
51308099797,bcb,157,12
51308100012,egc,277,66
51308105522,afb,287,260
51308105536,aee,136,107
51308116451,ggc,223,205
51308144177,cfd,112,153
51308147441,cff,170,85
51308163849,acb,282,168
51308165322,fff,278,209
51308208040,fed,274,45
51308216849,fbe,244,234
51308229405,efa,72,140
51308233261,cef,119,133
51308252559,gea,174,252
51308299703,fdd,23,140
51308319415,abg,90,174
51308329173,gdc,77,307
51308334893,gec,211,20
51308343310,fce,197,96
51308350542,daf,146,191
51308355543,cae,235,166
51308393557,bed,204,244
51308397034,ebb,146,249
51308397727,eae,280,12
51308402460,dcf,24,228
51308417124,gab,2,38
51308475550,feg,142,101
51308488886,ggf,129,335
51308526522,dfe,76,266
51308540052,cbb,110,153
51308545990,eeb,35,243
51308553022,fde,275,132
51308572076,dgd,68,100
51308599477,ecc,188,277
51308609985,bac,269,40
51308634504,agg,155,111
51308636833,fda,164,116
51308641510,ebc,284,109
51308643258,edd,143,58
51308643405,bcg,126,79
51308645080,dfc,74,141
51308649868,dce,35,136
51308653188,fcf,123,169
51308655149,acf,78,27
51308663353,deg,152,79
51308676503,agd,239,19
51308681291,gba,257,221
51308690550,abf,160,244
51308716430,ffa,113,144
51308719623,afc,229,205
51308732100,ccg,167,179
51308745665,ffe,4,254
51308756778,dga,248,8
51308760522,acf,130,30
51308788023,fca,278,278
51308818198,bec,247,83
51308826517,dad,16,79
51308871846,dac,6,165
51308901874,dcd,251,210
51308934695,cfc,58,130
51308947001,cff,6,92
51308967494,ggb,46,157
51309002329,dfa,59,57
51309005652,bbc,139,119
51309014638,cee,273,295
51309052149,cda,129,199
51309053438,gfc,22,291
51309061155,dgc,269,53
51309069418,cfb,109,288
51309098615,gdg,91,159
51309099706,gdb,127,173
51309113249,cgc,72,74
51309133386,add,144,147
51309136686,gab,199,34
51309148224,dbd,184,56
51309168061,cbd,1,274
51309176291,fbc,219,230
51309176987,eca,188,163
51309188076,eac,99,190
51309193758,eaf,38,71
51309197624,cfe,31,58
51309204486,fbd,23,15
51309226978,aaa,79,79
51309252674,dge,99,129
51309278517,dbd,232,46
51309282037,agc,141,107
51309304388,fgd,249,42
51309317213,ffb,179,158
51309317333,dde,178,74
51309337683,bdf,181,141
51309339110,eba,243,112
51309342662,aeb,170,70
51309343856,ece,34,194
51309352884,fge,261,267
51309367328,cgd,175,198
51309380822,bdb,139,229
51309383670,cdb,264,245
51309410580,ede,247,9
51309425487,ggc,202,215
51309469015,cad,85,83
51309481982,abd,14,148
51309493714,ega,32,270
51309493961,dce,51,123
51309496027,bga,284,211
51309497788,cgd,265,176
51309500327,bea,244,150
51309501628,fga,133,75
51309513337,fbb,115,20
51309534796,gfa,64,45
51309543495,bad,257,52
51309563982,bdc,3,262
51309590901,fge,225,218
51309608605,dfa,93,54
51309631168,eed,29,27
51309637253,gba,38,243
51309637412,agc,111,96
51309642614,gfb,283,112
51309652539,ecf,91,59
51309654228,fac,232,281
51309660917,cce,56,47
51309675616,fdc,237,227
51309680597,gfd,228,76
51309701426,dba,8,305
51309702983,bde,80,158
51309715552,dfb,53,183
51309723535,faa,222,145
51309727123,eef,19,215
51309731908,bdg,276,58
51309741952,afg,14,105
51309760112,fce,133,104
51309762979,fdb,11,207
51309767127,fgf,92,145
51309787241,gdd,177,318
51309794453,aba,241,346
51309805841,baa,17,275
51309837413,cgg,198,120
51309844619,ccf,60,86
51309854551,dbf,211,190
51309870980,bfd,43,114
51309879935,fee,130,89
51309899398,dea,8,95
51309911204,bbe,241,70
51309913145,afb,14,275
51309917075,fdf,197,7
51309923480,fdf,238,7
51309923901,dbg,217,195
51309928034,ebg,42,52
51309955081,cbc,23,77
51309956762,ddc,254,33
51309985353,ceg,14,173
51309990005,edc,148,27
51309996703,fdg,123,174
51310048341,bge,284,349
51310057533,dgf,248,164
51310058500,bda,157,303
51310060557,fea,117,131
51310099779,ddg,186,150
51310131112,ddd,20,124
51310147070,faf,69,59
51310148879,bae,143,50
51310150596,cbf,33,186
51310161086,ggb,271,125
51310188024,fef,253,96
51310217563,bed,264,224
51310218967,gge,186,64
51310227893,ggb,276,122
51310237583,egb,67,139
51310249750,eee,105,39
51310262451,bec,208,91
51310295700,dgc,243,51
51310338983,ebg,193,56
51310377565,gbc,130,247
51310378282,cdd,15,78
51310379895,aff,19,249
51310399986,agf,19,138
51310401523,geb,256,85
51310425553,fgb,186,27
51310441318,dda,194,184
51310448272,bbf,11,257
51310450708,gcf,212,139
51310478627,cgc,297,82
51310503508,ggd,86,10
51310523673,ced,179,129
51310552657,efg,251,79
51310564625,egd,265,159
51310571242,aad,170,18
51310573379,bbd,140,149
51310585916,aec,20,146
51310596604,ega,271,251
51310618405,aaf,20,264
51310628378,dea,96,108
51310630626,cec,290,186
51310637680,cbc,138,83
51310638107,fec,113,148
51310647944,gfd,176,79
51310654938,bgb,132,201
51310661537,ceg,95,160
51310675295,cag,226,117
51310682484,geg,128,160
51310703005,bce,234,180
51310709036,eea,24,125
51310773880,ecb,269,186
51310787871,edg,195,12
51310813785,ebd,103,19
51310814594,acd,186,33
51310892932,ffg,7,205
51310920711,dbb,203,179
51310935721,agc,243,106
51310937800,beg,165,115
51310951831,cca,244,161
51310966380,dgg,56,198
51310995703,egg,259,52
51311010935,egf,6,14
51311038454,fcd,183,81
51311040814,gfg,7,105
51311048125,ada,201,38
51311048229,bfd,69,124
51311056098,dca,181,20
51311072769,bae,77,40
51311078128,ebg,20,60
51311095648,gdf,12,123
51311151977,efe,71,107
51311162278,adf,263,86
51311172140,fff,91,167
51311194888,cdc,268,141
51311199467,deg,133,74
51311206100,aba,266,297
51311211400,gca,292,92
51311226206,daf,1,200
51311251496,fgc,67,190
51311254285,bfg,273,31
51311255950,daa,163,210
51311258091,bgb,253,180
51311272338,baf,225,240
51311281782,edb,230,154
51311305771,gda,60,9
51311307221,cbf,179,197
51311315829,bbc,78,123
51311347731,bdd,99,172
51311391337,gae,30,53
51311397186,cga,216,162
51311402984,dae,131,80
51311435087,aag,150,22
51311438706,bae,52,44
51311460326,fee,266,83
51311468076,eef,149,206
51311481153,gbd,107,167
51311492597,afd,133,8
51311512966,ccd,262,61
51311513632,bba,94,253
51311520589,bbb,7,277
51311534164,fcc,142,83
51311553050,aba,289,237
51311555087,bgf,252,11
51311559146,cea,96,14
51311561001,bcf,80,246
51311568995,cad,164,67
51311582747,dcg,245,186
51311605283,cab,257,205
51311615628,bdb,165,261
51311620737,cab,185,235
51311625029,aeg,142,18
51311657511,aag,123,23
51311662662,ggg,97,303
51311681361,gee,132,227
51311682470,ebf,210,180
51311684800,gef,277,72
51311698380,bec,291,86
51311708664,bef,202,168
51311718121,ggf,217,311
51311747165,eaa,65,119
51311753187,dce,232,142
51311768605,gac,65,143
51311778789,dgc,109,45
51311784713,aac,95,137
51311800581,efc,297,174
51311836841,dee,181,223
51311861201,gaf,227,82
51311902351,eaa,211,138
51311934481,eef,5,197
51311948390,bcc,249,173
51311949331,fbf,17,89
51311961762,ged,223,68
51311980615,adb,128,217
51311994520,gce,116,104
51312014205,afg,129,113
51312018136,bcf,101,292
51312026930,dcc,17,213
51312041904,ace,129,11
51312046152,dag,269,164
51312073671,abf,284,224
51312094611,dce,190,136
51312095668,dfb,244,181
51312098599,aaa,164,91
51312124135,cdg,267,76
51312128981,ade,178,186
51312166585,fff,225,192
51312194759,gdb,95,145
51312216559,bdg,33,55
51312224188,ece,151,201
51312236743,bbf,109,282
51312249120,cag,198,122
51312261263,aee,98,101
51312272754,efg,72,94
51312331014,acf,162,29
51312335331,bff,232,14
51312343205,egf,242,12
51312346703,gba,68,289
51312364507,bed,289,181
51312370891,feg,108,81
51312376745,cab,245,237
51312381885,bdb,144,211
51312456484,dbe,238,258
51312491686,ccd,42,48
51312527330,cdg,154,77
51312535789,bbf,281,290
51312539489,aae,81,259
51312540050,gcg,288,71
51312544388,cbe,94,247
51312555960,faa,117,171
51312569248,dfc,139,124
51312573744,bcd,254,183
51312575212,eec,85,194
51312585580,gaa,257,24
51312596525,ddd,193,130
51312616494,gdf,113,109
51312645779,aab,184,18
51312672785,dec,48,283
51312687054,aef,216,243
51312689762,aea,225,111
51312690004,bag,205,252
51312690929,dba,201,353
51312694880,bgc,35,312
51312789070,bcb,237,9
51312837392,bbg,284,24
51312839944,cbf,97,216
51312843015,aed,63,23
51312855028,eae,81,12
51312865697,add,257,173
51312896683,dfg,250,82
51312932267,fgc,49,171
51312933714,ggc,191,202
51312943032,eda,190,162
51312947186,cde,90,286
51312949148,ecg,49,38
51312957021,cea,24,12
51312977981,cff,122,91
51312982884,gcd,297,37
51312993387,gab,110,38
51313007144,def,9,220
51313025590,aee,185,86
51313030351,abb,266,230
51313076113,fab,74,207
51313112117,bgd,80,15
51313116945,gga,143,242
51313123409,afa,110,148
51313145019,bae,55,46
51313145184,dgb,48,42
51313154765,ead,123,195
51313162787,gag,185,101
51313180273,gad,7,194
51313190255,ffc,247,272
51313196929,cbg,24,145
51313198022,abe,22,225
51313199915,dab,109,228
51313213453,daa,190,184
51313236025,cbb,227,126
51313289135,eef,135,173
51313314897,cac,155,63
51313319914,edf,81,165
51313323298,bag,194,267
51313325160,ecf,99,67
51313346233,beb,59,117
51313377030,ged,49,68
51313435264,gbf,252,62
51313445683,bge,99,286
51313450395,gee,233,231
51313455681,cgb,134,113
51313547421,ccc,271,155
51313559456,dff,99,77
51313575197,egb,208,129
51313621780,dag,40,167
51313652766,bfe,280,239
51313656189,gfe,251,37
51313657756,fbc,239,213
51313711973,cgd,12,191
51313726625,ddb,32,10
51313742093,bae,24,44
51313744636,efa,274,138
51313753977,cca,83,148
51313781928,cad,143,77
51313802935,efd,282,94
51313807015,bca,51,35
51313826973,ddf,180,64
51313834239,abf,190,194
51313856490,fcb,205,96
51313880544,bfe,238,258
51313890172,aec,156,132
51313891286,cca,218,122
51313905891,gdg,159,170
51313938511,bfc,123,223
51313950646,ecd,131,117
51314030366,cef,252,148
51314045073,caa,142,216
51314049642,gda,102,9
51314072046,dcd,270,212
51314120505,cfb,17,325
51314129471,abc,61,126
51314133592,fgd,52,35
51314157177,abb,174,188
51314169916,feb,238,220
51314201120,dfd,100,43
51314202943,fge,222,180
51314211744,aed,149,20
51314217032,cba,64,125
51314218328,bea,221,147
51314227948,adg,38,262
51314229426,cgf,62,73
51314240879,cge,122,172
51314247415,bac,234,35
51314248175,gdc,249,288
51314279592,ege,47,181
51314315416,gce,269,100
51314330483,egf,184,12
51314393722,bge,56,280
51314403974,ded,61,207
51314435750,agb,52,20
51314444286,cbd,171,290
51314445741,efe,228,104
51314458366,bgb,254,162
51314501527,bcb,293,9
51314528906,dba,235,374
51314539526,ega,210,271
51314549416,dcd,104,209
51314571826,dcb,70,291
51314574291,deb,286,133
51314582861,fag,225,136
51314585690,gfa,295,40
51314592832,efe,222,91
51314609178,bfc,186,229
51314613748,aae,26,279
51314614588,bgg,212,256
51314656012,gfg,25,96
51314670085,gbb,263,295
51314678774,agc,178,98
51314694021,ffa,102,154
51314753570,fcg,212,335
51314757267,fad,91,135
51314801150,fbg,277,180
51314816325,dbg,163,157
51314816993,fgb,11,29
51314826829,dbd,144,41
51314833374,ccg,94,211
51314834822,cfd,87,126
51314843490,eea,189,125
51314857583,bge,163,327
51314859024,cee,84,274
51314880947,dga,272,7
51314886250,ffd,220,8
51314888930,dbc,127,50
51314900660,dbd,233,40
51314912797,bfb,206,140
51314929037,gda,2,10
51314931662,fae,94,228
51314943599,egc,177,52
51314945766,dcf,166,189
51314961234,bcg,14,80
51314972425,agg,47,94
51314978505,cgg,117,99
51314984963,bdb,81,185
51314992159,edc,236,27
51315008842,bfg,38,32
51315033660,aeg,34,18
51315041543,ebe,23,108
51315050098,baa,185,310
51315058414,ebc,176,89
51315087223,acf,54,24
51315095576,afb,129,321
51315124812,eac,10,165
51315159639,ffe,114,208
51315173930,cbf,35,231
51315175338,fcd,171,93
51315202077,dbf,261,188
51315208898,dge,235,125
51315239858,ccb,83,64
51315310809,gdg,207,159
51315316027,cbd,2,316
51315329390,fge,19,167
51315333670,gge,234,54
51315352704,edf,45,191
51315359714,bef,292,146
51315367917,ccf,158,73
51315374334,fag,68,131
51315378497,adb,298,184
51315395098,dea,99,101
51315415607,afb,94,304
51315418957,cdf,266,176
51315424573,dge,144,138
51315431269,dde,84,59
51315433191,ced,270,109
51315437101,eda,224,158
51315458258,dfd,153,44
51315479260,bba,101,293
51315492201,bbd,273,169
51315504817,gfc,276,270
51315544208,dgd,196,114
51315550605,acg,98,147
51315575559,ded,296,175
51315610286,fgg,277,199
51315631405,ace,100,12
51315670010,dbc,207,42
51315690119,fdg,92,172
51315710708,gbc,87,219
51315724295,bad,47,55
51315725890,eff,12,309
51315726959,aae,188,320
51315731084,bbe,84,70
51315750883,cfa,268,35
51315756877,cda,136,216
51315761543,fba,87,116
51315776590,gff,134,288
51315829548,eab,220,184
51315834297,bef,45,135
51315839392,cag,283,145
51315845943,aga,93,278
51315850978,gcc,125,231
51315851480,fdc,68,236
51315856858,ebf,289,203
51315873198,bad,48,45
51315881958,aca,264,133
51315890973,aad,171,18
51315901312,fcg,242,281
51315934196,aeb,77,70
51315940519,gea,109,216
51315948997,eca,211,184
51315952048,bea,70,141
51315977805,ece,85,239
51315999830,ebb,46,251
51316005688,bfa,219,54
51316006034,acc,5,306
51316007163,fdf,69,7
51316008721,bbc,8,124
51316014472,gcb,286,258
51316021462,cdb,277,205
51316061687,dda,201,147
51316076564,efb,105,271
51316145916,aca,97,143
51316154057,daf,33,208
51316164102,ace,188,13
51316179909,fdd,174,165
51316180698,gdd,117,273
51316186584,afc,118,178
51316190554,eba,202,113
51316206428,caf,242,127
51316217672,cbc,282,95
51316220515,gec,56,17
51316221077,ecc,32,288
51316239374,cdg,227,72
51316252409,fbb,153,19
51316261554,eee,126,35
51316272503,fcf,239,175
51316274505,cfg,2,236
51316306444,deg,6,71
51316346099,bbe,231,70
51316348092,agc,100,107
51316352058,gaf,104,84
51316356417,baa,201,328
51316363517,aba,149,258
51316406219,fec,99,167
51316420761,acc,95,333
51316424328,fda,126,98
51316432288,eeg,211,133
51316462135,deb,187,127
51316476550,gde,182,196
51316478104,adc,110,145
51316485601,fea,255,133
51316493172,def,231,182
51316500441,efb,83,319
51316505225,fab,230,190
51316517730,acb,195,176
51316521051,fde,237,120
51316532575,gbe,277,143
51316548980,age,51,254
51316554778,eea,56,146
51316566253,cbg,297,126
51316583089,ade,41,171
51316595296,bee,240,38
51316600404,fcg,2,286
51316625593,acd,2,38
51316626400,acf,267,23
51316633240,ffb,107,188
51316635752,aba,3,229
51316637953,eag,257,235
51316786345,bgd,64,13
51316786966,fga,54,81
51316789719,gec,238,14
51316805332,gga,277,287
51316849251,fed,47,37
51316852775,gbg,281,226
51316857511,ggg,197,318
51316888679,cbd,200,300
51316900525,ebb,208,298
51316915090,fee,294,72
51316916554,fbe,43,231
51316936754,beb,25,111
51316937745,fgf,89,118
51316942490,cfd,117,131
51316952939,bge,186,353
51316955050,dbg,188,141
51316955399,ddg,214,175
51316957711,eeb,55,233
51316972547,bed,15,177
51316972591,fee,30,67
51316978985,bce,20,176
51316989322,egd,183,136
51316998316,cfe,212,60
51317023439,efb,99,290
51317041391,dge,266,139
51317045121,fed,236,41
51317070746,edd,13,66
51317074636,bab,211,168
51317079107,ebd,226,21
51317080376,eeb,173,212
51317145109,bcb,238,9
51317163546,egf,48,14
51317193039,afe,264,17
51317206560,fab,29,201
51317228872,cfc,180,106
51317233040,ceb,28,47
51317244996,ddd,10,124
51317245182,cdd,164,88
51317251256,cae,170,157
51317269392,fee,121,57
51317275364,aff,16,271
51317279622,gfg,124,76
51317290717,gbe,36,122
51317301580,dca,279,23
51317319220,dab,165,223
51317332260,fbg,76,169
51317384996,eed,282,31
51317388083,bda,182,360
51317446974,fac,282,278
51317469267,fbb,174,21
51317469922,bdg,94,47
51317473518,fcb,114,85
51317482060,aeb,181,67
51317484680,feg,196,70
51317485895,ffa,22,170
51317488401,ebd,150,23
51317491717,ggf,236,267
51317534136,add,130,200
51317534365,cbd,279,279
51317565611,baf,125,194
51317598018,beg,212,97
51317617630,ada,202,32
51317671073,ccd,45,51
51317677779,dae,65,79
51317678134,bdd,72,197
51317692843,eaf,52,64
51317737653,fce,179,107
51317748725,ddf,224,53
51317753474,eca,95,195
51317802188,bfd,163,127
51317803580,adf,14,94
51317810314,bed,218,201
51317855931,dad,81,75
51317869307,adc,216,140
51317872769,gaa,80,19
51317880172,dfg,79,77
51317886201,agf,266,149
51317888602,cag,177,127
51317908091,gae,258,50
51317917148,ffb,30,157
51317922434,abg,274,184
51317946556,bde,115,186
51317963952,geg,175,156
51317981934,dfb,16,150
51317998937,caa,192,252
51318007558,egg,102,60
51318032939,cdg,20,77
51318046766,eeb,247,212
51318055530,dac,242,191
51318069194,gae,274,50
51318099103,agd,42,19
51318105515,dfe,75,239
51318120545,cgg,107,87
51318126382,afb,73,258
51318138306,dbe,173,291
